sale_id,sale_date,year,quarter,month,country,region,city,product_name,category,storage,color,is_5g,unit_price_usd,discount_pct,units_sold,discounted_price_usd,revenue_usd,currency,fx_rate_to_usd,revenue_local_currency,sales_channel,payment_method,customer_segment,customer_age_group,previous_device_os,customer_rating,return_status
SAMS-00003219,2023-03-06,2023,Q1,March,Czech Republic,Europe,Prague,Samsung 256GB MicroSD Card,Accessories,N/A,Blue,No,31.22,12,1,27.47,27.47,CZK,22.8,626.32,Authorized Reseller,BNPL (Buy Now Pay Later),Individual,25–34,N/A,4.3,Kept
SAMS-00003220,2023-04-21,2023,Q2,April,Czech Republic,Europe,Prague,Samsung Neo QLED 4K QN85C,Smart TV,N/A,White,No,1678.21,20,5,1342.57,6712.85,CZK,22.8,153052.98,Corporate / B2B,Gift Card,Business,35–44,N/A,4.8,Kept
SAMS-00003221,2023-04-28,2023,Q2,April,Czech Republic,Europe,Prague,Samsung Galaxy Buds 2,Galaxy Buds,N/A,Cream,No,144.56,10,1,130.1,130.1,CZK,22.8,2966.28,E-commerce Platform,Gift Card,Individual,45–54,N/A,3.0,Kept
SAMS-00003222,2023-04-30,2023,Q2,April,Czech Republic,Europe,Prague,Samsung Galaxy M34 5G,Galaxy M,256 GB,Icy Blue,Yes,262.99,0,3,262.99,788.97,CZK,22.8,17988.52,Carrier Store,Credit Card,Enterprise,45–54,Android (Other),,Returned
SAMS-00003223,2023-05-08,2023,Q2,May,Czech Republic,Europe,Prague,Samsung Galaxy A04s,Galaxy A,256 GB,Awesome White,No,130.25,10,2,117.23,234.46,CZK,22.8,5345.69,Authorized Reseller,Debit Card,Enterprise,55+,Android (Other),2.7,Returned
SAMS-00003224,2023-07-22,2023,Q3,July,Czech Republic,Europe,Prague,Samsung Galaxy Watch 5 Pro,Galaxy Watch,N/A,Silver,No,337.25,10,7,303.53,2124.71,CZK,22.8,48443.39,E-commerce Platform,Gift Card,Education,18–24,N/A,2.8,Kept
SAMS-00003225,2023-11-28,2023,Q4,November,Czech Republic,Europe,Prague,Samsung Galaxy S24 Ultra,Galaxy S,1 TB,Titanium Gray,Yes,1352.06,0,2,1352.06,2704.12,CZK,22.8,61653.94,Authorized Reseller,Cash,Government,18–24,New User,3.5,Kept
SAMS-00003226,2023-12-28,2023,Q4,December,Czech Republic,Europe,Prague,Samsung Galaxy Watch 6 Classic,Galaxy Watch,N/A,Sapphire,No,428.22,20,3,342.58,1027.74,CZK,22.8,23432.47,Third-Party Retailer,Gift Card,Individual,25–34,N/A,3.0,Kept
SAMS-00003227,2024-01-18,2024,Q1,January,Czech Republic,Europe,Prague,Samsung Galaxy M14 5G,Galaxy M,128 GB,Prism Black,Yes,194.7,2,1,190.81,190.81,CZK,22.8,4350.47,E-commerce Platform,Samsung Pay,Education,18–24,Android (Samsung),5.0,Kept
SAMS-00003228,2024-01-19,2024,Q1,January,Czech Republic,Europe,Prague,Samsung Galaxy A24,Galaxy A,128 GB,Awesome Lime,No,252.08,0,2,252.08,504.16,CZK,22.8,11494.85,Online (Samsung.com),BNPL (Buy Now Pay Later),Enterprise,35–44,iOS,4.1,Kept
SAMS-00003229,2024-03-01,2024,Q1,March,Czech Republic,Europe,Prague,Samsung Galaxy M04,Galaxy M,64 GB,Waterfall Blue,No,92.8,15,1,78.88,78.88,CZK,22.8,1798.46,Online (Samsung.com),Credit Card,Individual,25–34,New User,3.2,Kept
SAMS-00003230,2024-03-03,2024,Q1,March,Czech Republic,Europe,Prague,Samsung Wireless Charger Pad,Accessories,N/A,Blue,No,52.1,7,2,48.45,96.9,CZK,22.8,2209.32,Corporate / B2B,BNPL (Buy Now Pay Later),Business,25–34,N/A,,Kept
SAMS-00003231,2024-05-09,2024,Q2,May,Czech Republic,Europe,Prague,Samsung Galaxy A14 5G,Galaxy A,128 GB,Awesome Peach,Yes,216.68,15,3,184.18,552.54,CZK,22.8,12597.91,Corporate / B2B,Credit Card,Business,25–34,Android (Samsung),3.9,Kept
SAMS-00003232,2024-06-08,2024,Q2,June,Czech Republic,Europe,Prague,Samsung 11kg Washer-Dryer Combo,Appliances,N/A,Silver,No,1101.0,0,1,1101.0,1101.0,CZK,22.8,25102.8,Carrier Store,Cash,Government,25–34,N/A,3.6,Kept
SAMS-00003233,2024-06-09,2024,Q2,June,Czech Republic,Europe,Prague,Samsung Galaxy M04,Galaxy M,128 GB,Dark Blue,No,107.15,5,3,101.79,305.37,CZK,22.8,6962.44,Online (Samsung.com),Net Banking,Individual,18–24,New User,,Kept
SAMS-00003234,2024-07-02,2024,Q3,July,Czech Republic,Europe,Prague,Samsung Galaxy S23 FE,Galaxy S,1 TB,Green,Yes,621.58,0,4,621.58,2486.32,CZK,22.8,56688.1,E-commerce Platform,Credit Card,Enterprise,45–54,Android (Samsung),3.4,Kept
SAMS-00003235,2024-08-10,2024,Q3,August,Czech Republic,Europe,Prague,Samsung Galaxy Z Fold 4,Galaxy Z,512 GB,Icy Blue,Yes,1753.78,0,5,1753.78,8768.9,CZK,22.8,199930.92,Samsung Store,Net Banking,Government,35–44,iOS,2.7,Kept
SAMS-00003236,2024-08-10,2024,Q3,August,Czech Republic,Europe,Prague,Samsung Galaxy Tab S9,Galaxy Tab,256 GB,Lime,No,809.67,3,1,785.38,785.38,CZK,22.8,17906.66,Online (Samsung.com),EMI / Installment,Government,45–54,N/A,2.9,Exchanged
SAMS-00003237,2024-08-16,2024,Q3,August,Czech Republic,Europe,Prague,Samsung OLED S95C 65-inch,Smart TV,N/A,Beige,No,2466.66,0,1,2466.66,2466.66,CZK,22.8,56239.85,Samsung Store,Credit Card,Enterprise,45–54,N/A,3.0,Kept
SAMS-00003238,2024-08-25,2024,Q3,August,Czech Republic,Europe,Prague,Samsung Galaxy S23 FE,Galaxy S,1 TB,Cream,Yes,551.18,0,6,551.18,3307.08,CZK,22.8,75401.42,Samsung Store,Gift Card,Business,45–54,iOS,3.1,Kept
SAMS-00003239,2024-08-27,2024,Q3,August,Czech Republic,Europe,Prague,Samsung ViewFinity S9,Monitor,N/A,White,No,1470.6,0,2,1470.6,2941.2,CZK,22.8,67059.36,E-commerce Platform,Debit Card,Enterprise,25–34,N/A,4.1,Kept
SAMS-00003240,2024-09-04,2024,Q3,September,Czech Republic,Europe,Prague,Samsung Wireless Charger Pad,Accessories,N/A,Navy,No,52.84,0,1,52.84,52.84,CZK,22.8,1204.75,Corporate / B2B,Cash,Enterprise,45–54,N/A,4.1,Kept
SAMS-00003241,2024-09-06,2024,Q3,September,Czech Republic,Europe,Prague,Samsung Galaxy A14,Galaxy A,128 GB,Awesome Lime,No,155.67,0,1,155.67,155.67,CZK,22.8,3549.28,Samsung Store,Samsung Pay,Education,35–44,Android (Other),3.1,Returned
SAMS-00003242,2024-09-10,2024,Q3,September,Czech Republic,Europe,Prague,Samsung Galaxy S23,Galaxy S,256 GB,Green,Yes,764.18,0,1,764.18,764.18,CZK,22.8,17423.3,E-commerce Platform,BNPL (Buy Now Pay Later),Individual,25–34,iOS,4.0,Kept
SAMS-00003243,2024-12-27,2024,Q4,December,Czech Republic,Europe,Prague,Samsung 45W USB-C Charger,Accessories,N/A,Black,No,49.52,12,1,43.58,43.58,CZK,22.8,993.62,Corporate / B2B,Gift Card,Individual,35–44,N/A,4.0,Kept
SAMS-00003244,2021-02-06,2021,Q1,February,Czech Republic,Europe,České Budějovice,Samsung Galaxy A34 5G,Galaxy A,128 GB,Awesome Black,Yes,371.55,5,2,352.97,705.94,CZK,22.8,16095.43,Carrier Store,EMI / Installment,Education,18–24,Feature Phone,,Kept
SAMS-00003245,2021-03-09,2021,Q1,March,Czech Republic,Europe,České Budějovice,Samsung T55 27-inch FHD,Monitor,N/A,White,No,254.46,3,1,246.83,246.83,CZK,22.8,5627.72,Online (Samsung.com),Gift Card,Education,45–54,N/A,3.1,Kept
SAMS-00003246,2021-03-22,2021,Q1,March,Czech Republic,Europe,České Budějovice,Samsung Galaxy A04s,Galaxy A,256 GB,Awesome Lime,No,131.48,12,2,115.7,231.4,CZK,22.8,5275.92,E-commerce Platform,Gift Card,Business,45–54,Android (Samsung),3.8,Kept
SAMS-00003247,2021-05-10,2021,Q2,May,Czech Republic,Europe,České Budějovice,Samsung Galaxy S23 FE,Galaxy S,128 GB,Graph,Yes,583.55,0,1,583.55,583.55,CZK,22.8,13304.94,Carrier Store,EMI / Installment,Government,35–44,Android (Other),4.2,Returned
SAMS-00003248,2021-05-28,2021,Q2,May,Czech Republic,Europe,České Budějovice,Samsung Galaxy A04s,Galaxy A,64 GB,Awesome Lime,No,145.96,12,2,128.44,256.88,CZK,22.8,5856.86,Third-Party Retailer,EMI / Installment,Education,25–34,Feature Phone,3.0,Kept
SAMS-00003249,2021-06-09,2021,Q2,June,Czech Republic,Europe,České Budějovice,Samsung Galaxy Buds FE,Galaxy Buds,N/A,Cream,No,94.17,20,1,75.34,75.34,CZK,22.8,1717.75,Corporate / B2B,BNPL (Buy Now Pay Later),Individual,25–34,N/A,3.7,Kept
SAMS-00003250,2021-06-19,2021,Q2,June,Czech Republic,Europe,České Budějovice,Samsung Galaxy Buds FE,Galaxy Buds,N/A,Lime,No,104.17,0,5,104.17,520.85,CZK,22.8,11875.38,Authorized Reseller,Gift Card,Education,18–24,N/A,3.8,Kept
SAMS-00003251,2021-08-22,2021,Q3,August,Czech Republic,Europe,České Budějovice,Samsung Galaxy A04,Galaxy A,256 GB,Awesome Black,No,118.47,10,6,106.62,639.72,CZK,22.8,14585.62,Samsung Store,Gift Card,Enterprise,45–54,iOS,3.5,Kept
SAMS-00003252,2021-10-23,2021,Q4,October,Czech Republic,Europe,České Budějovice,Samsung Galaxy S21 FE,Galaxy S,256 GB,Cream,No,464.14,0,3,464.14,1392.42,CZK,22.8,31747.18,Third-Party Retailer,Cash,Business,25–34,Android (Samsung),,Kept
SAMS-00003253,2021-11-02,2021,Q4,November,Czech Republic,Europe,České Budějovice,Samsung Galaxy Tab S9 FE,Galaxy Tab,64 GB,Cream,No,437.81,5,1,415.92,415.92,CZK,22.8,9482.98,Samsung Store,Cash,Government,45–54,N/A,4.0,Kept
SAMS-00003254,2021-11-04,2021,Q4,November,Czech Republic,Europe,České Budějovice,Samsung Galaxy Buds FE,Galaxy Buds,N/A,White,No,99.45,0,2,99.45,198.9,CZK,22.8,4534.92,Corporate / B2B,Gift Card,Business,35–44,N/A,3.5,Kept
SAMS-00003255,2021-11-10,2021,Q4,November,Czech Republic,Europe,České Budějovice,Samsung Galaxy S23 FE,Galaxy S,1 TB,Green,Yes,563.37,7,2,523.93,1047.86,CZK,22.8,23891.21,Third-Party Retailer,Gift Card,Individual,25–34,New User,5.0,Kept
SAMS-00003256,2022-02-04,2022,Q1,February,Czech Republic,Europe,České Budějovice,Samsung 45W USB-C Charger,Accessories,N/A,Silver,No,52.15,10,1,46.94,46.94,CZK,22.8,1070.23,Authorized Reseller,Samsung Pay,Education,25–34,N/A,4.0,Kept
SAMS-00003257,2022-06-09,2022,Q2,June,Czech Republic,Europe,České Budějovice,Samsung Crystal UHD 43-inch,Smart TV,N/A,Beige,No,501.19,0,3,501.19,1503.57,CZK,22.8,34281.4,Carrier Store,Samsung Pay,Education,55+,N/A,3.7,Kept
SAMS-00003258,2022-06-24,2022,Q2,June,Czech Republic,Europe,České Budějovice,Samsung Galaxy Z Fold 4,Galaxy Z,512 GB,Blue,Yes,1610.73,7,4,1497.98,5991.92,CZK,22.8,136615.78,Third-Party Retailer,Debit Card,Business,35–44,New User,4.0,Exchanged
SAMS-00003259,2022-07-08,2022,Q3,July,Czech Republic,Europe,České Budějovice,Samsung 256GB MicroSD Card,Accessories,N/A,Black,No,30.03,2,1,29.43,29.43,CZK,22.8,671.0,Online (Samsung.com),EMI / Installment,Government,18–24,N/A,,Kept
SAMS-00003260,2022-12-09,2022,Q4,December,Czech Republic,Europe,České Budějovice,Samsung Galaxy S23 FE,Galaxy S,512 GB,Lavender,Yes,610.36,12,2,537.12,1074.24,CZK,22.8,24492.67,Third-Party Retailer,Debit Card,Individual,35–44,Feature Phone,4.8,Kept
SAMS-00003261,2023-01-07,2023,Q1,January,Czech Republic,Europe,České Budějovice,Samsung 32GB MicroSD Card,Accessories,N/A,Blue,No,8.36,0,2,8.36,16.72,CZK,22.8,381.22,Corporate / B2B,Gift Card,Education,55+,N/A,4.4,Kept
SAMS-00003262,2023-02-12,2023,Q1,February,Czech Republic,Europe,České Budějovice,Samsung Galaxy S22 Ultra,Galaxy S,512 GB,Lavender,Yes,1059.6,7,2,985.43,1970.86,CZK,22.8,44935.61,Samsung Store,Net Banking,Government,45–54,Android (Samsung),4.7,Kept
SAMS-00003263,2023-03-26,2023,Q1,March,Czech Republic,Europe,České Budějovice,Samsung Galaxy Buds Live,Galaxy Buds,N/A,White,No,136.06,2,1,133.34,133.34,CZK,22.8,3040.15,Third-Party Retailer,Credit Card,Enterprise,45–54,N/A,,Kept
SAMS-00003264,2023-07-02,2023,Q3,July,Czech Republic,Europe,České Budějovice,Samsung Galaxy Z Fold 5,Galaxy Z,512 GB,Cream,Yes,1697.52,5,1,1612.64,1612.64,CZK,22.8,36768.19,Online (Samsung.com),Credit Card,Individual,18–24,iOS,4.3,Kept
SAMS-00003265,2023-07-10,2023,Q3,July,Czech Republic,Europe,České Budějovice,Samsung QE50Q80C QLED 50-inch,Smart TV,N/A,Black,No,876.32,10,2,788.69,1577.38,CZK,22.8,35964.26,Online (Samsung.com),Credit Card,Business,45–54,N/A,4.0,Kept
SAMS-00003266,2023-11-25,2023,Q4,November,Czech Republic,Europe,České Budějovice,Samsung 25W USB-C Adapter,Accessories,N/A,Silver,No,29.93,0,1,29.93,29.93,CZK,22.8,682.4,Third-Party Retailer,BNPL (Buy Now Pay Later),Government,55+,N/A,4.8,Kept
SAMS-00003267,2024-01-20,2024,Q1,January,Czech Republic,Europe,České Budějovice,Samsung 32GB MicroSD Card,Accessories,N/A,White,No,9.42,2,1,9.23,9.23,CZK,22.8,210.44,Carrier Store,Debit Card,Education,18–24,N/A,3.2,Kept
SAMS-00003268,2024-04-20,2024,Q2,April,Czech Republic,Europe,České Budějovice,Samsung Galaxy A33 5G,Galaxy A,256 GB,Awesome Violet,Yes,379.01,2,3,371.43,1114.29,CZK,22.8,25405.81,E-commerce Platform,BNPL (Buy Now Pay Later),Individual,45–54,Android (Samsung),3.0,Kept
SAMS-00003269,2024-04-25,2024,Q2,April,Czech Republic,Europe,České Budějovice,Samsung Galaxy Z Fold 5,Galaxy Z,512 GB,Graphite,Yes,1671.82,20,1,1337.46,1337.46,CZK,22.8,30494.09,Samsung Store,EMI / Installment,Education,45–54,New User,3.1,Kept
SAMS-00003270,2024-08-19,2024,Q3,August,Czech Republic,Europe,České Budějovice,Samsung Galaxy A24,Galaxy A,128 GB,Awesome Violet,No,232.31,10,2,209.08,418.16,CZK,22.8,9534.05,Third-Party Retailer,Samsung Pay,Government,18–24,New User,2.5,Kept
SAMS-00003271,2024-10-06,2024,Q4,October,Czech Republic,Europe,České Budějovice,Samsung 256GB MicroSD Card,Accessories,N/A,White,No,28.68,5,1,27.25,27.25,CZK,22.8,621.3,E-commerce Platform,Net Banking,Education,55+,N/A,5.0,Kept
SAMS-00003272,2024-10-17,2024,Q4,October,Czech Republic,Europe,České Budějovice,Samsung Neo QLED 4K QN85C,Smart TV,N/A,White,No,1821.53,0,1,1821.53,1821.53,CZK,22.8,41530.88,Third-Party Retailer,EMI / Installment,Enterprise,45–54,N/A,4.4,Kept
SAMS-00003273,2024-10-19,2024,Q4,October,Czech Republic,Europe,České Budějovice,Samsung Galaxy A54 5G,Galaxy A,128 GB,Awesome Lime,Yes,483.98,15,1,411.38,411.38,CZK,22.8,9379.46,Carrier Store,Credit Card,Business,35–44,Android (Samsung),3.2,Kept
SAMS-00003274,2024-10-21,2024,Q4,October,Czech Republic,Europe,České Budějovice,Samsung Galaxy Tab S9+,Galaxy Tab,512 GB,Silver,No,1019.12,12,7,896.83,6277.81,CZK,22.8,143134.07,E-commerce Platform,BNPL (Buy Now Pay Later),Business,55+,N/A,,Kept
SAMS-00003275,2021-07-07,2021,Q3,July,Denmark,Europe,Aalborg,Samsung Galaxy S23+,Galaxy S,256 GB,Titanium Gray,Yes,1006.61,2,3,986.48,2959.44,DKK,6.9,20420.14,Online (Samsung.com),Cash,Individual,35–44,Android (Other),,Kept
SAMS-00003276,2021-07-26,2021,Q3,July,Denmark,Europe,Aalborg,Samsung Galaxy Z Fold 5,Galaxy Z,512 GB,Blue,Yes,1954.17,10,2,1758.75,3517.5,DKK,6.9,24270.75,E-commerce Platform,Credit Card,Government,55+,iOS,3.0,Kept
SAMS-00003277,2021-08-22,2021,Q3,August,Denmark,Europe,Aalborg,Samsung Galaxy S23,Galaxy S,1 TB,Green,Yes,805.06,7,1,748.71,748.71,DKK,6.9,5166.1,E-commerce Platform,Samsung Pay,Government,55+,Android (Other),4.1,Kept
SAMS-00003278,2021-09-07,2021,Q3,September,Denmark,Europe,Aalborg,Samsung Galaxy S23 Ultra,Galaxy S,128 GB,Phantom Black,Yes,1160.03,0,1,1160.03,1160.03,DKK,6.9,8004.21,Third-Party Retailer,Cash,Business,35–44,Android (Other),4.1,Kept
SAMS-00003279,2021-10-11,2021,Q4,October,Denmark,Europe,Aalborg,Samsung Galaxy S24,Galaxy S,128 GB,Graph,Yes,775.59,3,1,752.32,752.32,DKK,6.9,5191.01,Carrier Store,BNPL (Buy Now Pay Later),Government,55+,Android (Samsung),3.7,Kept
SAMS-00003280,2021-11-24,2021,Q4,November,Denmark,Europe,Aalborg,Samsung 32GB MicroSD Card,Accessories,N/A,White,No,9.15,0,7,9.15,64.05,DKK,6.9,441.94,Online (Samsung.com),Net Banking,Individual,55+,N/A,4.7,Kept
SAMS-00003281,2022-01-10,2022,Q1,January,Denmark,Europe,Aalborg,Samsung Galaxy Z Fold 4,Galaxy Z,1 TB,Cream,Yes,1678.35,0,1,1678.35,1678.35,DKK,6.9,11580.61,Authorized Reseller,Net Banking,Education,35–44,Android (Other),3.3,Kept
SAMS-00003282,2022-03-12,2022,Q1,March,Denmark,Europe,Aalborg,Samsung Galaxy Watch 4 Classic,Galaxy Watch,N/A,Sapphire,No,252.67,15,1,214.77,214.77,DKK,6.9,1481.91,Carrier Store,Cash,Enterprise,25–34,N/A,3.3,Kept
SAMS-00003283,2022-07-07,2022,Q3,July,Denmark,Europe,Aalborg,Samsung Galaxy A24,Galaxy A,256 GB,Awesome Graphite,No,265.42,0,4,265.42,1061.68,DKK,6.9,7325.59,Corporate / B2B,Debit Card,Individual,25–34,Feature Phone,,Kept
SAMS-00003284,2022-07-12,2022,Q3,July,Denmark,Europe,Aalborg,Samsung Galaxy Tab A9,Galaxy Tab,1 TB,Lime,No,217.98,12,1,191.82,191.82,DKK,6.9,1323.56,E-commerce Platform,Gift Card,Business,25–34,N/A,5.0,Kept
SAMS-00003285,2022-08-31,2022,Q3,August,Denmark,Europe,Aalborg,Samsung Galaxy Tab S9 FE,Galaxy Tab,1 TB,Cream,No,416.58,7,1,387.42,387.42,DKK,6.9,2673.2,Authorized Reseller,Credit Card,Business,25–34,N/A,4.2,Exchanged
SAMS-00003286,2022-09-05,2022,Q3,September,Denmark,Europe,Aalborg,Samsung Galaxy Tab A9+,Galaxy Tab,512 GB,Graphite,No,353.6,0,10,353.6,3536.0,DKK,6.9,24398.4,Samsung Store,Gift Card,Business,45–54,N/A,,Kept
SAMS-00003287,2022-11-19,2022,Q4,November,Denmark,Europe,Aalborg,Samsung Galaxy Watch 6,Galaxy Watch,N/A,Silver,No,294.81,12,2,259.43,518.86,DKK,6.9,3580.13,E-commerce Platform,Samsung Pay,Education,18–24,N/A,3.8,Kept
SAMS-00003288,2022-12-16,2022,Q4,December,Denmark,Europe,Aalborg,Samsung Galaxy S23 FE,Galaxy S,512 GB,Green,Yes,579.27,0,2,579.27,1158.54,DKK,6.9,7993.93,Corporate / B2B,Cash,Government,18–24,Android (Samsung),,Kept
SAMS-00003289,2022-12-26,2022,Q4,December,Denmark,Europe,Aalborg,Samsung Galaxy Tab A9,Galaxy Tab,512 GB,Graphite,No,229.65,2,4,225.06,900.24,DKK,6.9,6211.66,Authorized Reseller,Samsung Pay,Enterprise,25–34,N/A,2.8,Kept
SAMS-00003290,2023-01-04,2023,Q1,January,Denmark,Europe,Aalborg,Samsung Galaxy Z Fold 5,Galaxy Z,512 GB,Green,Yes,1869.6,3,1,1813.51,1813.51,DKK,6.9,12513.22,Samsung Store,Debit Card,Government,35–44,New User,,Kept
SAMS-00003291,2023-05-17,2023,Q2,May,Denmark,Europe,Aalborg,Samsung 32GB MicroSD Card,Accessories,N/A,White,No,8.77,0,2,8.77,17.54,DKK,6.9,121.03,Carrier Store,Cash,Government,25–34,N/A,3.4,Kept
SAMS-00003292,2023-08-05,2023,Q3,August,Denmark,Europe,Aalborg,Samsung Galaxy S24 Ultra,Galaxy S,256 GB,Graph,Yes,1240.07,5,2,1178.07,2356.14,DKK,6.9,16257.37,Corporate / B2B,Debit Card,Enterprise,45–54,Android (Samsung),4.3,Kept
SAMS-00003293,2023-10-08,2023,Q4,October,Denmark,Europe,Aalborg,Samsung Leather Phone Case,Accessories,N/A,Navy,No,46.41,15,1,39.45,39.45,DKK,6.9,272.21,Third-Party Retailer,EMI / Installment,Education,18–24,N/A,4.5,Returned
SAMS-00003294,2023-10-18,2023,Q4,October,Denmark,Europe,Aalborg,Samsung QE50Q80C QLED 50-inch,Smart TV,N/A,Black,No,915.84,0,4,915.84,3663.36,DKK,6.9,25277.18,Samsung Store,Credit Card,Education,45–54,N/A,,Kept
SAMS-00003295,2023-11-17,2023,Q4,November,Denmark,Europe,Aalborg,Samsung Galaxy Watch 6,Galaxy Watch,N/A,Cream,No,309.87,2,2,303.67,607.34,DKK,6.9,4190.65,Online (Samsung.com),Debit Card,Education,55+,N/A,3.2,Kept
SAMS-00003296,2023-11-21,2023,Q4,November,Denmark,Europe,Aalborg,Samsung Galaxy Tab S8 Ultra,Galaxy Tab,256 GB,Graphite,No,851.95,0,4,851.95,3407.8,DKK,6.9,23513.82,E-commerce Platform,Debit Card,Business,35–44,N/A,3.7,Kept
SAMS-00003297,2023-12-10,2023,Q4,December,Denmark,Europe,Aalborg,Samsung Galaxy A33 5G,Galaxy A,64 GB,Awesome Violet,Yes,361.85,12,7,318.43,2229.01,DKK,6.9,15380.17,E-commerce Platform,BNPL (Buy Now Pay Later),Business,18–24,Android (Samsung),,Kept
SAMS-00003298,2024-03-20,2024,Q1,March,Denmark,Europe,Aalborg,Samsung ViewFinity S9,Monitor,N/A,White,No,1513.24,0,1,1513.24,1513.24,DKK,6.9,10441.36,Carrier Store,Debit Card,Government,35–44,N/A,3.8,Kept
SAMS-00003299,2024-05-01,2024,Q2,May,Denmark,Europe,Aalborg,Samsung Galaxy S24,Galaxy S,128 GB,Phantom Black,Yes,798.08,0,1,798.08,798.08,DKK,6.9,5506.75,Third-Party Retailer,Gift Card,Government,25–34,iOS,4.4,Kept
SAMS-00003300,2024-05-02,2024,Q2,May,Denmark,Europe,Aalborg,Samsung QE50Q80C QLED 50-inch,Smart TV,N/A,Beige,No,969.94,0,2,969.94,1939.88,DKK,6.9,13385.17,Third-Party Retailer,EMI / Installment,Government,55+,N/A,3.9,Kept
SAMS-00003301,2024-07-11,2024,Q3,July,Denmark,Europe,Aalborg,Samsung ViewFinity S9,Monitor,N/A,Black,No,1625.06,0,2,1625.06,3250.12,DKK,6.9,22425.83,Samsung Store,EMI / Installment,Government,25–34,N/A,3.4,Kept
SAMS-00003302,2024-08-11,2024,Q3,August,Denmark,Europe,Aalborg,Samsung S Pen (Galaxy S24 Ultra),Accessories,N/A,Silver,Yes,48.78,12,2,42.93,85.86,DKK,6.9,592.43,Authorized Reseller,EMI / Installment,Individual,55+,N/A,4.2,Kept
SAMS-00003303,2021-01-03,2021,Q1,January,Denmark,Europe,Aarhus,Samsung ViewFinity S9,Monitor,N/A,Black,No,1372.68,5,6,1304.05,7824.3,DKK,6.9,53987.67,Samsung Store,BNPL (Buy Now Pay Later),Business,18–24,N/A,3.0,Kept
SAMS-00003304,2021-03-18,2021,Q1,March,Denmark,Europe,Aarhus,Samsung WindFree AC 1.5 Ton,Appliances,N/A,Silver,No,735.14,10,2,661.63,1323.26,DKK,6.9,9130.49,Authorized Reseller,EMI / Installment,Individual,45–54,N/A,5.0,Kept
SAMS-00003305,2021-06-21,2021,Q2,June,Denmark,Europe,Aarhus,Samsung Galaxy A04s,Galaxy A,256 GB,Awesome Black,No,150.03,0,2,150.03,300.06,DKK,6.9,2070.41,Third-Party Retailer,Samsung Pay,Education,18–24,Android (Other),,Kept
SAMS-00003306,2022-05-30,2022,Q2,May,Denmark,Europe,Aarhus,Samsung Galaxy S23+,Galaxy S,256 GB,Titanium Gray,Yes,1005.9,0,1,1005.9,1005.9,DKK,6.9,6940.71,Online (Samsung.com),Samsung Pay,Enterprise,55+,Android (Samsung),3.4,Exchanged
SAMS-00003307,2022-06-11,2022,Q2,June,Denmark,Europe,Aarhus,Samsung Galaxy Tab A9,Galaxy Tab,256 GB,Graphite,No,225.89,7,2,210.08,420.16,DKK,6.9,2899.1,Carrier Store,Gift Card,Business,35–44,N/A,5.0,Kept
SAMS-00003308,2022-08-23,2022,Q3,August,Denmark,Europe,Aarhus,Samsung Galaxy Buds FE,Galaxy Buds,N/A,Cream,No,105.19,10,1,94.67,94.67,DKK,6.9,653.22,Third-Party Retailer,EMI / Installment,Business,45–54,N/A,3.8,Kept
SAMS-00003309,2022-12-18,2022,Q4,December,Denmark,Europe,Aarhus,Samsung Galaxy S22,Galaxy S,512 GB,Titanium Gray,Yes,699.55,0,2,699.55,1399.1,DKK,6.9,9653.79,Corporate / B2B,BNPL (Buy Now Pay Later),Education,18–24,Feature Phone,3.0,Exchanged
SAMS-00003310,2022-12-19,2022,Q4,December,Denmark,Europe,Aarhus,Samsung Galaxy S21 FE,Galaxy S,1 TB,Lime,No,460.91,20,1,368.73,368.73,DKK,6.9,2544.24,Third-Party Retailer,Cash,Business,55+,iOS,,Kept
SAMS-00003311,2023-02-04,2023,Q1,February,Denmark,Europe,Aarhus,Samsung Leather Phone Case,Accessories,N/A,Blue,No,49.96,12,5,43.96,219.8,DKK,6.9,1516.62,Samsung Store,Cash,Government,35–44,N/A,4.5,Kept
SAMS-00003312,2023-02-11,2023,Q1,February,Denmark,Europe,Aarhus,Samsung Galaxy S22 Ultra,Galaxy S,512 GB,Graph,Yes,1061.22,0,3,1061.22,3183.66,DKK,6.9,21967.25,Online (Samsung.com),Samsung Pay,Business,35–44,Android (Samsung),4.5,Returned
SAMS-00003313,2023-02-19,2023,Q1,February,Denmark,Europe,Aarhus,Samsung Galaxy Tab S9,Galaxy Tab,1 TB,Graphite,No,840.35,10,5,756.32,3781.6,DKK,6.9,26093.04,Online (Samsung.com),EMI / Installment,Business,18–24,N/A,3.0,Exchanged
SAMS-00003314,2023-04-21,2023,Q2,April,Denmark,Europe,Aarhus,Samsung Galaxy S23 Ultra,Galaxy S,256 GB,Green,Yes,1232.14,15,4,1047.32,4189.28,DKK,6.9,28906.03,Corporate / B2B,EMI / Installment,Individual,45–54,New User,4.6,Kept
SAMS-00003315,2023-06-14,2023,Q2,June,Denmark,Europe,Aarhus,Samsung Galaxy Z Flip 3,Galaxy Z,256 GB,Green,Yes,715.92,0,1,715.92,715.92,DKK,6.9,4939.85,E-commerce Platform,EMI / Installment,Government,35–44,Android (Samsung),3.4,Kept
SAMS-00003316,2023-08-31,2023,Q3,August,Denmark,Europe,Aarhus,Samsung 25L Microwave,Appliances,N/A,White,No,214.35,20,2,171.48,342.96,DKK,6.9,2366.42,Samsung Store,Net Banking,Business,55+,N/A,3.9,Exchanged
